122,199,1,1
243,434,2,2
647,335,1,3
129,196,1,4
265,631,1,5
73,524,1,6
447,649,1,7
82,764,3,8
404,237,4,9
214,780,3,10
92,723,3,11
620,328,1,12
287,666,1,13
324,825,5,14
98,760,3,15
899,905,6,16
617,217,1,17
1128,868,7,18
555,616,1,19
398,230,4,20
507,635,1,21
1164,848,7,22
201,775,3,23
465,605,1,24
579,556,1,25
399,895,5,26
262,429,2,27
434,316,4,28
307,606,1,29
163,902,3,30
91,767,3,31
1076,497,8,32
269,803,5,33
389,99,1,34
49,370,1,35
1018,502,8,36
1139,403,8,37
974,308,9,38
227,448,2,39
177,882,3,40
1147,728,7,41
296,669,1,42
157,855,3,43
545,566,1,44
127,820,3,45
66,266,1,46
1201,545,8,47
152,137,1,48
250,456,2,49
332,67,1,50
202,586,1,51
85,366,1,52
68,732,3,53
325,450,2,54
163,858,3,55
350,859,5,56
432,327,4,57
1037,564,8,58
357,878,5,59
286,872,5,60
428,49,1,61
484,244,4,62
412,96,1,63
199,480,2,64
939,853,6,65
638,225,1,66
230,856,5,67
683,809,10,68
834,833,6,69
1016,168,11,70
211,726,3,71
552,130,1,72
497,658,1,73
112,244,1,74
282,247,12,75
354,54,1,76
262,480,2,77
982,190,11,78
220,730,3,79
582,578,1,80
1146,749,7,81
663,486,1,82
963,379,9,83
1064,755,7,84
630,385,1,85
647,914,10,86
1106,857,7,87
292,93,1,88
228,803,3,89
98,235,1,90
659,488,1,91
575,606,1,92
343,484,2,93
55,283,1,94
858,424,13,95
405,56,1,96
1122,368,8,97
359,643,1,98
235,637,1,99
1176,218,11,100
790,168,11,101
670,314,1,102
225,477,2,103
167,155,1,104
149,768,3,105
60,336,1,106
1062,754,7,107
602,476,1,108
292,769,5,109
209,123,1,110
873,105,11,111
213,124,1,112
630,285,1,113
905,175,11,114
290,423,2,115
97,777,3,116
1129,833,7,117
651,696,10,118
134,840,3,119
666,462,1,120
608,440,1,121
458,122,1,122
639,289,1,123
351,891,5,124
138,198,1,125
1115,883,7,126
748,734,10,127
123,774,3,128
81,334,1,129
642,310,1,130
911,180,11,131
800,102,11,132
652,864,10,133
302,728,5,134
447,277,4,135
824,120,11,136
222,161,1,137
470,598,1,138
242,427,2,139
219,852,5,140
658,273,1,141
936,359,9,142
572,567,1,143
289,434,2,144
1119,846,7,145
916,353,9,146
1174,757,7,147
866,439,13,148
1189,533,8,149
1079,797,7,150
635,222,1,151
401,627,1,152
953,350,9,153
593,176,1,154
927,885,6,155
921,343,9,156
303,423,2,157
66,718,3,158
286,792,5,159
361,860,5,160
295,406,2,161
915,846,6,162
549,142,1,163
1207,501,8,164
878,128,11,165
499,110,1,166
1180,780,7,167
303,65,1,168
825,925,6,169
68,263,1,170
440,393,14,171
1224,480,8,172
955,918,6,173
301,747,5,174
90,440,1,175
320,83,1,176
814,230,11,177
591,500,1,178
442,318,4,179
64,386,1,180
906,155,11,181
101,728,3,182
280,659,1,183
128,835,3,184
762,543,13,185
136,482,1,186
330,468,2,187
1115,786,7,188
449,231,4,189
939,392,9,190
279,475,2,191
300,731,5,192
419,242,4,193
307,417,2,194
228,636,1,195
923,395,9,196
237,624,1,197
508,571,1,198
880,769,6,199
267,471,2,200
289,458,2,201
333,823,5,202
471,287,4,203
302,673,1,204
652,427,1,205
1197,735,7,206
1154,853,7,207
291,427,2,208
166,138,1,209
124,778,3,210
446,123,1,211
430,321,4,212
82,274,1,213
916,836,6,214
394,634,1,215
352,902,5,216
691,767,10,217
835,237,11,218
70,259,1,219
1216,533,8,220
118,739,3,221
297,821,5,222
444,302,4,223
68,325,1,224
339,794,5,225
186,735,3,226
281,393,2,227
439,620,1,228
186,175,1,229
64,723,3,230
253,475,2,231
359,239,4,232
275,417,2,233
406,247,4,234
972,333,9,235
477,466,14,236
256,441,2,237
161,161,1,238
142,790,3,239
299,737,5,240
289,878,5,241
463,302,4,242
1059,761,7,243
645,362,1,244
94,255,1,245
1189,779,7,246
431,87,1,247
645,411,1,248
505,227,4,249
581,578,1,250
870,805,6,251
646,412,1,252
143,730,3,253
191,193,1,254
386,661,1,255
486,235,4,256
283,469,2,257
275,792,5,258
1051,369,8,259
231,100,1,260
886,819,6,261
873,803,6,262
1116,728,7,263
901,348,9,264
214,139,1,265
113,500,1,266
80,359,1,267
535,125,1,268
338,91,1,269
1159,800,7,270
1072,414,8,271
945,351,9,272
409,450,14,273
417,238,4,274
443,329,4,275
1026,713,7,276
157,539,1,277
925,370,9,278
624,501,1,279
997,321,9,280
369,622,1,281
235,430,2,282
254,429,2,283
282,450,2,284
715,819,10,285
238,417,2,286
258,454,2,287
494,248,4,288
972,186,11,289
247,827,5,290
1136,499,8,291
248,431,2,292
1150,800,7,293
381,81,1,294
294,461,2,295
1054,552,8,296
1169,809,7,297
305,874,5,298
1200,754,7,299
1135,758,7,300
212,451,2,301
292,875,5,302
260,134,1,303
1045,120,11,304
233,604,1,305
210,801,3,306
396,247,4,307
1170,227,11,308
929,897,6,309
591,208,1,310
984,322,9,311
214,633,1,312
243,459,2,313
63,719,3,314
1126,813,7,315
1178,745,7,316
992,352,9,317
883,882,6,318
251,720,3,319
413,96,1,320
685,822,10,321
1129,816,7,322
607,455,1,323
850,491,13,324
213,453,2,325
874,128,11,326
1123,352,8,327
296,60,1,328
121,729,3,329
228,749,3,330
512,146,1,331
651,802,10,332
234,427,2,333
307,630,1,334
500,117,1,335
465,238,4,336
150,130,1,337
989,149,11,338
207,760,3,339
161,822,3,340
251,457,2,341
198,847,3,342
551,118,1,343
624,218,1,344
1116,873,7,345
260,809,5,346
46,322,1,347
915,744,6,348
297,469,2,349
899,777,6,350
154,138,1,351
1210,760,7,352
605,208,1,353
287,658,1,354
216,757,3,355
629,255,1,356
569,527,1,357
1124,843,7,358
406,646,1,359
1149,555,8,360
453,269,4,361
229,468,2,362
443,112,1,363
251,464,2,364
642,521,1,365
420,247,4,366
125,745,3,367
277,487,2,368
199,824,3,369
62,348,1,370
225,432,2,371
87,489,1,372
430,637,1,373
212,751,3,374
80,393,1,375
1067,723,7,376
88,407,1,377
550,160,1,378
244,422,2,379
983,152,11,380
268,422,2,381
86,431,1,382
979,338,9,383
78,760,3,384
1079,720,7,385
387,868,5,386
963,355,9,387
281,471,2,388
1100,814,7,389
77,734,3,390
979,311,9,391
101,309,1,392
353,116,1,393
332,637,1,394
347,878,5,395
418,305,4,396
343,480,2,397
954,337,9,398
429,612,1,399
895,873,6,400
550,579,1,401
1117,875,7,402
648,365,1,403
59,320,1,404
89,719,3,405
327,462,2,406
405,447,14,407
533,113,1,408
138,752,3,409
645,434,1,410
1131,187,11,411
649,264,1,412
374,111,1,413
271,386,2,414
450,429,14,415
1125,853,7,416
290,475,2,417
312,452,2,418
1035,137,11,419
1119,749,7,420
356,77,1,421
1051,729,7,422
1134,905,7,423
301,100,1,424
1206,500,8,425
588,181,1,426
686,806,10,427
447,231,4,428
254,836,5,429
540,632,1,430
519,158,1,431
985,323,9,432
876,919,6,433
164,808,3,434
66,435,1,435
579,126,1,436
948,361,9,437
1140,849,7,438
482,667,1,439
328,679,1,440
1052,447,8,441
297,326,12,442
178,119,1,443
77,244,1,444
304,437,2,445
348,828,5,446
1127,859,7,447
1134,799,7,448
131,211,1,449
146,820,3,450
120,236,1,451
952,360,9,452
1184,417,8,453
261,418,2,454
845,455,13,455
885,905,6,456
337,889,5,457
1102,805,7,458
922,386,9,459
650,788,10,460
298,480,2,461
85,451,1,462
518,615,1,463
215,465,2,464
962,326,9,465
430,296,4,466
1195,527,8,467
295,467,2,468
917,504,13,469
919,365,9,470
136,749,3,471
141,813,3,472
424,292,4,473
273,418,2,474
942,352,9,475
220,756,3,476
771,439,13,477
115,198,1,478
316,861,5,479
1088,444,8,480
145,537,1,481
882,143,11,482
201,758,3,483
431,447,14,484
248,429,2,485
484,70,1,486
627,257,1,487
435,275,4,488
1131,842,7,489
447,641,1,490
521,628,1,491
268,829,5,492
1109,157,11,493
1181,760,7,494
948,835,6,495
425,678,1,496
249,444,2,497
1121,877,7,498
455,296,4,499
474,621,1,500
231,132,1,501
1012,522,8,502
97,493,1,503
310,660,1,504
87,217,1,505
235,648,1,506
473,631,1,507
947,800,6,508
53,368,1,509
1191,451,8,510
809,102,11,511
246,112,1,512
128,499,1,513
206,464,2,514
690,877,10,515
430,483,14,516
909,887,6,517
290,427,2,518
174,154,1,519
98,217,1,520
949,377,9,521
507,638,1,522
244,764,3,523
446,62,1,524
484,659,1,525
84,361,1,526
798,102,11,527
1128,906,7,528
45,345,1,529
1181,731,7,530
525,566,1,531
1044,118,11,532
910,388,9,533
652,306,1,534
965,827,6,535
204,893,5,536
368,896,5,537
222,478,2,538
84,746,3,539
183,851,3,540
197,612,1,541
1055,705,7,542
292,812,5,543
417,247,4,544
285,83,1,545
1127,854,7,546
822,204,11,547
1128,449,8,548
215,885,5,549
123,533,1,550
1162,211,11,551
245,648,1,552
649,385,1,553
534,91,1,554
257,424,2,555
822,881,6,556
366,674,1,557
300,82,1,558
790,240,11,559
947,305,9,560
744,760,10,561
1079,427,8,562
434,64,1,563
58,312,1,564
881,825,6,565
386,881,5,566
823,244,11,567
1082,722,7,568
292,813,5,569
989,185,11,570
880,714,6,571
230,466,2,572
170,779,3,573
335,492,2,574
152,867,3,575
233,828,5,576
932,319,9,577
1099,749,7,578
218,755,3,579
322,764,5,580
163,544,1,581
659,418,1,582
543,563,1,583
212,465,2,584
250,663,1,585
141,167,1,586
475,625,1,587
1061,734,7,588
1170,715,7,589
1174,830,7,590
160,858,3,591
808,582,13,592
899,379,9,593
663,789,10,594
613,411,1,595
377,232,4,596
230,126,1,597
338,792,5,598
270,387,2,599
347,808,5,600
117,206,1,601
265,457,2,602
167,855,3,603
199,138,1,604
291,793,5,605
221,462,2,606
226,131,1,607
721,811,10,608
265,838,5,609
139,254,1,610
1203,517,8,611
1091,426,8,612
874,925,6,613
539,618,1,614
159,765,3,615
231,595,1,616
142,776,3,617
75,394,1,618
292,815,5,619
144,752,3,620
280,389,2,621
312,451,2,622
943,340,9,623
1148,706,7,624
289,748,5,625
124,161,1,626
912,376,9,627
1093,127,11,628
313,472,2,629
669,893,10,630
550,634,1,631
1225,721,7,632
941,807,6,633
525,600,1,634
335,474,2,635
232,652,1,636
974,862,6,637
446,242,4,638
238,432,2,639
223,450,2,640
970,875,6,641
680,397,1,642
843,899,6,643
245,737,3,644
722,807,10,645
587,462,1,646
238,458,2,647
248,132,1,648
931,207,11,649
805,431,13,650
610,465,1,651
91,718,3,652
133,814,3,653
603,501,1,654
117,732,3,655
963,842,6,656
128,768,3,657
177,116,1,658
391,108,1,659
392,232,4,660
1167,766,7,661
322,81,1,662
412,50,1,663
106,301,1,664
609,231,1,665
278,780,5,666
148,812,3,667
880,133,11,668
165,817,3,669
225,801,3,670
217,598,1,671
229,652,1,672
341,64,1,673
239,412,2,674
1090,812,7,675
167,552,1,676
622,514,1,677
254,851,5,678
421,614,1,679
89,398,1,680
52,422,1,681
1179,819,7,682
1179,754,7,683
707,819,10,684
302,776,5,685
434,289,4,686
637,211,1,687
366,836,5,688
300,453,2,689
959,346,9,690
388,249,4,691
236,476,2,692
1101,792,7,693
1185,714,7,694
116,486,1,695
216,463,2,696
985,303,9,697
1135,847,7,698
623,172,1,699
171,529,1,700
258,372,2,701
324,276,12,702
606,277,1,703
1023,526,8,704
159,526,1,705
279,126,1,706
595,169,1,707
1168,182,11,708
952,320,9,709
1166,243,11,710
1080,717,7,711
77,487,1,712
596,168,1,713
164,797,3,714
942,357,9,715
228,132,1,716
1173,814,7,717
664,406,1,718
395,57,1,719
249,891,5,720
836,103,11,721
1055,500,8,722
89,720,3,723
381,882,5,724
257,478,2,725
324,821,5,726
1179,772,7,727
942,387,9,728
283,475,2,729
334,468,2,730
112,498,1,731
596,732,10,732
175,894,3,733
417,90,1,734
101,793,3,735
576,196,1,736
580,140,1,737
268,84,1,738
253,413,2,739
627,251,1,740
662,755,10,741
549,600,1,742
332,864,5,743
274,407,2,744
647,397,1,745
113,219,1,746
1113,764,7,747
515,158,1,748
329,854,5,749
266,459,2,750
411,55,1,751
609,450,1,752
161,873,3,753
519,632,1,754
277,398,2,755
72,359,1,756
321,826,5,757
374,235,4,758
1141,911,7,759
